epoch,dice_coef,loss,precision_1,recall_1,val_dice_coef,val_loss,val_precision_1,val_recall_1
44,0.6738783717155457,148.548828125,0.8220341205596924,0.6988092660903931,0.6068165898323059,191.8466796875,0.6652581095695496,0.6397992968559265
45,0.6812154054641724,146.97959899902344,0.8220760822296143,0.7077319025993347,0.5965118408203125,190.3951873779297,0.6771517992019653,0.6221930384635925
46,0.6856595277786255,147.16281127929688,0.8217960000038147,0.7072132229804993,0.5996397733688354,189.36476135253906,0.6781939268112183,0.6255379319190979
47,0.685409426689148,146.82852172851562,0.822394609451294,0.7064353227615356,0.6099173426628113,180.97232055664062,0.7010785937309265,0.6282665133476257
48,0.6828485727310181,146.32870483398438,0.8219922780990601,0.7100777626037598,0.6248718500137329,178.84706115722656,0.7127637267112732,0.615915060043335
49,0.6865372657775879,145.2921905517578,0.8238860964775085,0.7133699059486389,0.6373094916343689,179.7659454345703,0.6960759162902832,0.6397131681442261
50,0.6815182566642761,145.683349609375,0.8251255750656128,0.7084359526634216,0.6469688415527344,179.1159210205078,0.7008092999458313,0.6407774686813354
51,0.6804062724113464,144.50482177734375,0.8288002014160156,0.7104567885398865,0.6098940372467041,181.03514099121094,0.7062153816223145,0.6196637153625488
52,0.6883679032325745,143.94204711914062,0.8265004754066467,0.7174115180969238,0.6111544370651245,179.98873901367188,0.7147728204727173,0.6143609285354614
53,0.683912992477417,144.4034881591797,0.8303079009056091,0.7102510333061218,0.621289849281311,175.81927490234375,0.7273494005203247,0.618057131767273
54,0.6878619194030762,144.58518981933594,0.8272868990898132,0.712590754032135,0.6593597531318665,174.08221435546875,0.7341370582580566,0.61529940366745
55,0.6815618872642517,143.6630096435547,0.8313034176826477,0.7138609886169434,0.6533123254776001,175.01564025878906,0.7217234969139099,0.6396195292472839
56,0.6822229623794556,143.61141967773438,0.8308055400848389,0.7143327593803406,0.6583068370819092,175.52064514160156,0.7131271362304688,0.6439156532287598
57,0.6845808029174805,143.39697265625,0.831576943397522,0.7156402468681335,0.6461002230644226,172.23638916015625,0.7321925163269043,0.6341100335121155
58,0.6870285272598267,145.14532470703125,0.8255497813224792,0.7134896516799927,0.5812844038009644,175.11329650878906,0.7251272797584534,0.6289525628089905
59,0.6899053454399109,142.19784545898438,0.8329629898071289,0.7198677659034729,0.5931204557418823,172.9330291748047,0.7439696192741394,0.6033389568328857
