epoch,dice_coef,loss,precision,recall,val_dice_coef,val_loss,val_precision,val_recall
30,0.21776452660560608,239.140869140625,0.5096237063407898,0.14058935642242432,0.23046834766864777,244.45074462890625,0.4667132496833801,0.11058532446622849
31,0.24042238295078278,235.3625030517578,0.5174142122268677,0.17190328240394592,0.25315994024276733,234.02633666992188,0.544272243976593,0.13145938515663147
32,0.24668247997760773,234.9735565185547,0.5199509859085083,0.17838545143604279,0.2503482401371002,232.05010986328125,0.5443763136863708,0.14180654287338257
33,0.26883620023727417,231.72019958496094,0.5340027809143066,0.20734016597270966,0.2911844253540039,234.83163452148438,0.5269279479980469,0.18451260030269623
34,0.2735944092273712,231.11363220214844,0.5400630831718445,0.21046946942806244,0.3077899217605591,231.8258819580078,0.5471372604370117,0.19468973577022552
35,0.2905118763446808,230.23158264160156,0.5472888946533203,0.2302037924528122,0.26140710711479187,247.15423583984375,0.40767285227775574,0.16010186076164246
36,0.3076474666595459,229.34315490722656,0.5593128204345703,0.24618157744407654,0.31217125058174133,240.39991760253906,0.5087578892707825,0.21580646932125092
37,0.3246581554412842,226.7283477783203,0.5694050788879395,0.26931068301200867,0.3249022662639618,238.50758361816406,0.5087943077087402,0.22732052206993103
38,0.33419081568717957,226.4542236328125,0.5816519260406494,0.2846110165119171,0.325246125459671,240.25074768066406,0.4757440984249115,0.24316594004631042
39,0.36284545063972473,224.72088623046875,0.5895333290100098,0.3106524646282196,0.3400322198867798,232.3191375732422,0.5150273442268372,0.27145564556121826
40,0.38990938663482666,219.518310546875,0.6159142255783081,0.34376057982444763,0.3967466354370117,226.24183654785156,0.572842538356781,0.3225959539413452
41,0.3940124213695526,217.7239227294922,0.6235907673835754,0.35436418652534485,0.4294831454753876,220.33984375,0.6000005006790161,0.349114328622818
42,0.4289119243621826,212.4399871826172,0.644053041934967,0.398367315530777,0.4159789979457855,220.01087951660156,0.5941421985626221,0.3415466547012329
43,0.44048479199409485,210.27703857421875,0.6525855660438538,0.40887758135795593,0.42613646388053894,222.36248779296875,0.5897246599197388,0.35421863198280334
44,0.456423819065094,208.01246643066406,0.665983259677887,0.42498108744621277,0.47318071126937866,210.6066131591797,0.6318725347518921,0.41047224402427673
45,0.47276508808135986,203.82553100585938,0.6755424737930298,0.44715067744255066,0.4023679196834564,233.46389770507812,0.523618221282959,0.34203723073005676
46,0.4902340769767761,201.56021118164062,0.68384850025177,0.4673021137714386,0.46412545442581177,226.28463745117188,0.5727542042732239,0.4141654372215271
47,0.49569955468177795,200.22833251953125,0.6889020204544067,0.47602322697639465,0.4475442171096802,229.9669952392578,0.5514522194862366,0.4124225676059723
48,0.507445216178894,199.92172241210938,0.6887807846069336,0.4849964678287506,0.4330959618091583,228.427490234375,0.5589991807937622,0.38837283849716187
49,0.5259400606155396,193.82904052734375,0.7125604152679443,0.5147320032119751,0.49503931403160095,219.58029174804688,0.5956270098686218,0.44301238656044006
50,0.545631468296051,188.4549102783203,0.7300811409950256,0.5330566763877869,0.5043727159500122,214.60037231445312,0.6167611479759216,0.4663243889808655
51,0.5574614405632019,184.629638671875,0.7357600927352905,0.5532816648483276,0.4596409499645233,231.01315307617188,0.5515715479850769,0.4298535883426666
52,0.5668966770172119,183.63316345214844,0.7376499176025391,0.5665018558502197,0.5196776986122131,214.3313751220703,0.6169266104698181,0.48941317200660706
53,0.5738502144813538,180.5328826904297,0.7493374943733215,0.573798418045044,0.4914749264717102,222.43072509765625,0.583683967590332,0.4728187918663025
54,0.5872193574905396,179.2251434326172,0.7476409673690796,0.5874381065368652,0.48687323927879333,223.30929565429688,0.5877180695533752,0.4630565941333771
55,0.5932372212409973,176.2717742919922,0.7579604983329773,0.6010715365409851,0.48120009899139404,226.00343322753906,0.5775474309921265,0.45927125215530396
56,0.5957518219947815,174.90338134765625,0.7631362676620483,0.6036131381988525,0.4955727756023407,226.17581176757812,0.5774449706077576,0.4675542116165161
57,0.6036405563354492,172.13888549804688,0.7692041397094727,0.6108848452568054,0.5034526586532593,223.74009704589844,0.5838207006454468,0.47715312242507935
58,0.6098408699035645,170.1522216796875,0.7754026055335999,0.6200934648513794,0.48170584440231323,227.640380859375,0.5674079656600952,0.4616507589817047
59,0.6168750524520874,167.67086791992188,0.7789106369018555,0.6298099160194397,0.5121617913246155,219.74066162109375,0.5968183875083923,0.4926367700099945
