epoch,dice_coef_tf,learning_rate,loss,val_dice_coef_tf,val_loss
0,0.011177384294569492,2.9999999242136255e-05,3.7233476638793945,0.011181642301380634,3.595264434814453
1,0.011358540505170822,2.9999999242136255e-05,3.636000871658325,0.011183619499206543,3.573474884033203
2,0.011360046453773975,2.9999999242136255e-05,3.612654685974121,0.011176284402608871,3.5621652603149414
3,0.01147514209151268,2.9999999242136255e-05,3.602844715118408,0.011200735345482826,3.556640625
4,0.011604533530771732,2.9999999242136255e-05,3.59519362449646,0.011256258003413677,3.5555801391601562
5,0.011475300416350365,2.9999999242136255e-05,3.589324951171875,0.011332524009048939,3.5550014972686768
6,0.011670202948153019,2.9999999242136255e-05,3.583832263946533,0.011445684358477592,3.5533394813537598
7,0.011747069656848907,2.9999999242136255e-05,3.5781853199005127,0.011525693349540234,3.549910545349121
8,0.012010089121758938,2.9999999242136255e-05,3.5712499618530273,0.011664406396448612,3.547039747238159
9,0.01209666021168232,2.9999999242136255e-05,3.564932107925415,0.011924066580832005,3.543383836746216
10,0.01237961370497942,2.9999999242136255e-05,3.5573832988739014,0.012046719901263714,3.5345215797424316
11,0.012561838142573833,2.9999999242136255e-05,3.5502498149871826,0.012553105130791664,3.6090753078460693
12,0.01300267968326807,2.9999999242136255e-05,3.5422322750091553,0.012501424178481102,3.52704119682312
13,0.013096578419208527,2.9999999242136255e-05,3.5339102745056152,0.012848437763750553,3.5108144283294678
14,0.013198123313486576,2.9999999242136255e-05,3.5247745513916016,0.013019030913710594,3.502084493637085
15,0.013893899507820606,2.9999999242136255e-05,3.514241933822632,0.013207837007939816,3.4886627197265625
16,0.013681041076779366,2.9999999242136255e-05,3.5056018829345703,0.0137608228251338,3.482546329498291
17,0.014296475797891617,2.9999999242136255e-05,3.49336838722229,0.014126963913440704,3.480034351348877
18,0.01466490887105465,2.9999999242136255e-05,3.481429100036621,0.014414150267839432,3.4638943672180176
19,0.014748348854482174,2.9999999242136255e-05,3.468479871749878,0.01480669341981411,3.4492568969726562
20,0.01557763759046793,2.9999999242136255e-05,3.4546151161193848,0.015113363042473793,3.434025287628174
21,0.015338430181145668,2.9999999242136255e-05,3.442786455154419,0.015652908012270927,3.4326586723327637
22,0.01602107100188732,2.9999999242136255e-05,3.427804470062256,0.01580355502665043,3.411994695663452
23,0.016664834693074226,2.9999999242136255e-05,3.4113998413085938,0.01616060547530651,3.3830819129943848
24,0.016477154567837715,2.9999999242136255e-05,3.3998289108276367,0.01630268059670925,3.4050161838531494
25,0.016924459487199783,2.9999999242136255e-05,3.385296583175659,0.016887715086340904,3.3572170734405518
26,0.018019476905465126,2.9999999242136255e-05,3.3664987087249756,0.017578095197677612,3.342360734939575
27,0.01759938709437847,2.9999999242136255e-05,3.354567527770996,0.017074372619390488,3.323350191116333
28,0.01849791221320629,2.9999999242136255e-05,3.340139389038086,0.01822632923722267,3.3006811141967773
29,0.01871711015701294,2.9999999242136255e-05,3.322838068008423,0.018457142636179924,3.283480644226074
30,0.01940550096333027,2.9999999242136255e-05,3.3083856105804443,0.018988071009516716,3.2670083045959473
31,0.01990356482565403,2.9999999242136255e-05,3.291950225830078,0.0192136038094759,3.248899459838867
32,0.020599087700247765,2.9999999242136255e-05,3.277299642562866,0.020098675042390823,3.233323574066162
33,0.020825039595365524,2.9999999242136255e-05,3.2643990516662598,0.02044418454170227,3.2177929878234863
34,0.022448549047112465,2.9999999242136255e-05,3.2441468238830566,0.021069137379527092,3.1964190006256104
35,0.02265375293791294,2.9999999242136255e-05,3.2288265228271484,0.022181198000907898,3.1811439990997314
36,0.023342104628682137,2.9999999242136255e-05,3.210899591445923,0.022164780646562576,3.1820154190063477
37,0.02372407354414463,2.9999999242136255e-05,3.1991019248962402,0.023554980754852295,3.151627540588379
38,0.024891143664717674,2.9999999242136255e-05,3.180915594100952,0.02402784302830696,3.14019775390625
39,0.02555391564965248,2.9999999242136255e-05,3.1663615703582764,0.025615522637963295,3.1168434619903564
40,0.026619993150234222,2.9999999242136255e-05,3.151573419570923,0.026209086179733276,3.1081862449645996
41,0.02744050696492195,2.9999999242136255e-05,3.137446403503418,0.027406960725784302,3.091031789779663
42,0.027869606390595436,2.9999999242136255e-05,3.1254043579101562,0.029031652957201004,3.074796199798584
43,0.029032157734036446,2.9999999242136255e-05,3.110919952392578,0.029358994215726852,3.0560481548309326
44,0.030380243435502052,2.9999999242136255e-05,3.094689130783081,0.028895828872919083,3.0404624938964844
45,0.03077046386897564,2.9999999242136255e-05,3.0830018520355225,0.031110543757677078,3.029204845428467
46,0.03190881386399269,2.9999999242136255e-05,3.0706498622894287,0.03280465677380562,3.0272445678710938
47,0.0332212895154953,2.9999999242136255e-05,3.0557003021240234,0.03398599475622177,3.0110220909118652
48,0.03474634140729904,2.9999999242136255e-05,3.040881633758545,0.03509668633341789,2.9901885986328125
49,0.035851240158081055,2.9999999242136255e-05,3.0281498432159424,0.03601270541548729,2.9783520698547363
