epoch,dice_coef_tf,learning_rate,loss,val_dice_coef_tf,val_loss
0,0.011473295278847218,9.999999747378752e-05,1.8715671300888062,0.01119176670908928,1.8425476551055908
1,0.012249450199306011,9.999999747378752e-05,1.8484123945236206,0.011299517005681992,1.8272874355316162
2,0.014151403680443764,9.999999747378752e-05,1.8303699493408203,0.012246636673808098,1.8038996458053589
3,0.016434697434306145,9.999999747378752e-05,1.8040324449539185,0.015252550132572651,1.7716691493988037
4,0.019390784204006195,9.999999747378752e-05,1.7694835662841797,0.02026687003672123,1.741285800933838
5,0.02342812344431877,9.999999747378752e-05,1.7304224967956543,0.025735333561897278,1.7149860858917236
6,0.029285939410328865,9.999999747378752e-05,1.6903473138809204,0.03239002078771591,1.6563878059387207
7,0.03831103816628456,9.999999747378752e-05,1.6482093334197998,0.04405013471841812,1.6213834285736084
8,0.05029212683439255,9.999999747378752e-05,1.607438087463379,0.0613570474088192,1.5717194080352783
9,0.07010390609502792,9.999999747378752e-05,1.5577882528305054,0.09124678373336792,1.4957480430603027
10,0.10057894885540009,9.999999747378752e-05,1.4951698780059814,0.13226374983787537,1.4208805561065674
11,0.1387334018945694,9.999999747378752e-05,1.4231832027435303,0.1887434422969818,1.320797085762024
12,0.19246169924736023,9.999999747378752e-05,1.3254543542861938,0.25544649362564087,1.2200543880462646
13,0.2560279965400696,9.999999747378752e-05,1.2133153676986694,0.3246202766895294,1.0939499139785767
14,0.32726749777793884,9.999999747378752e-05,1.0913642644882202,0.396633505821228,0.9760751128196716
15,0.3962492048740387,9.999999747378752e-05,0.9771184921264648,0.4034789204597473,0.9743207097053528
16,0.4518086016178131,9.999999747378752e-05,0.8861517310142517,0.5325977802276611,0.7530863285064697
17,0.5085752606391907,9.999999747378752e-05,0.7933358550071716,0.5801868438720703,0.6763773560523987
18,0.5576252937316895,9.999999747378752e-05,0.7142091393470764,0.567397952079773,0.703975260257721
19,0.5892089009284973,9.999999747378752e-05,0.6634671092033386,0.6084353923797607,0.6341356635093689
20,0.6081226468086243,9.999999747378752e-05,0.6330599188804626,0.6482393741607666,0.5697046518325806
21,0.6296799182891846,9.999999747378752e-05,0.598139226436615,0.5866117477416992,0.6710214614868164
22,0.6495170593261719,9.999999747378752e-05,0.566473126411438,0.6888467073440552,0.502918004989624
23,0.6561822295188904,9.999999747378752e-05,0.5556379556655884,0.6952434778213501,0.4928915500640869
24,0.673786461353302,9.999999747378752e-05,0.5273672938346863,0.699437141418457,0.4867590665817261
25,0.6801894903182983,9.999999747378752e-05,0.5171423554420471,0.715456485748291,0.4604766070842743
26,0.7050358057022095,9.999999747378752e-05,0.4769086241722107,0.7105330228805542,0.4680022597312927
27,0.7085509896278381,9.999999747378752e-05,0.4714643657207489,0.7287979125976562,0.43921494483947754
28,0.7254745960235596,9.999999747378752e-05,0.444126158952713,0.723232626914978,0.4480993151664734
29,0.7298451662063599,9.999999747378752e-05,0.43714064359664917,0.7330989837646484,0.43220993876457214
30,0.7288594245910645,9.999999747378752e-05,0.43882694840431213,0.7418748140335083,0.41803884506225586
31,0.7372580766677856,9.999999747378752e-05,0.4255704879760742,0.7416254281997681,0.41849642992019653
32,0.7387058138847351,9.999999747378752e-05,0.4230014383792877,0.7466028928756714,0.41037705540657043
33,0.7529301047325134,9.999999747378752e-05,0.4001345634460449,0.7634280920028687,0.3833613693714142
34,0.7577062249183655,9.999999747378752e-05,0.3924393653869629,0.7511645555496216,0.4038441777229309
35,0.7697324752807617,9.999999747378752e-05,0.37298130989074707,0.7650183439254761,0.38105523586273193
36,0.7699540853500366,9.999999747378752e-05,0.3726338744163513,0.7706285715103149,0.3717290163040161
37,0.7754915952682495,9.999999747378752e-05,0.3637773096561432,0.77018141746521,0.3730701506137848
